experiment,image,algo,threads,bw,run,event,value,unit
scaling,Images/bsd_134052_260x174.jpg,omp,8,20,2,cache-misses,29020914,count
scaling,Images/bsd_134052_260x174.jpg,omp,8,20,2,de_no_dispatch_per_slot.backend_stalls,516834589383,count
scaling,Images/bsd_134052_260x174.jpg,omp,8,20,3,cycles,101519197204,count
scaling,Images/bsd_134052_260x174.jpg,omp,8,20,3,instructions,297837826092,count
scaling,Images/bsd_134052_260x174.jpg,omp,8,20,3,l1-dcache-loads,26129615995,count
scaling,Images/bsd_134052_260x174.jpg,omp,8,20,3,l1-dcache-load-misses,3279820339,count
scaling,Images/bsd_134052_260x174.jpg,omp,8,20,3,cache-misses,41535060,count
scaling,Images/bsd_134052_260x174.jpg,omp,8,20,3,de_no_dispatch_per_slot.backend_stalls,514492216011,count
scaling,Images/bsd_134052_260x174.jpg,omp,12,20,1,cycles,102300211500,count
scaling,Images/bsd_134052_260x174.jpg,omp,12,20,1,instructions,297932733573,count
scaling,Images/bsd_134052_260x174.jpg,omp,12,20,1,l1-dcache-loads,26141419547,count
scaling,Images/bsd_134052_260x174.jpg,omp,12,20,1,l1-dcache-load-misses,3280517866,count
scaling,Images/bsd_134052_260x174.jpg,omp,12,20,1,cache-misses,32215293,count
scaling,Images/bsd_134052_260x174.jpg,omp,12,20,1,de_no_dispatch_per_slot.backend_stalls,517389802257,count
scaling,Images/bsd_134052_260x174.jpg,omp,12,20,2,cycles,101889060401,count
scaling,Images/bsd_134052_260x174.jpg,omp,12,20,2,instructions,297814509584,count
scaling,Images/bsd_134052_260x174.jpg,omp,12,20,2,l1-dcache-loads,26145774146,count
scaling,Images/bsd_134052_260x174.jpg,omp,12,20,2,l1-dcache-load-misses,3279827312,count
scaling,Images/bsd_134052_260x174.jpg,omp,12,20,2,cache-misses,37308688,count
scaling,Images/bsd_134052_260x174.jpg,omp,12,20,2,de_no_dispatch_per_slot.backend_stalls,515411719983,count
scaling,Images/bsd_134052_260x174.jpg,omp,12,20,3,cycles,102049586008,count
scaling,Images/bsd_134052_260x174.jpg,omp,12,20,3,instructions,297765960490,count
scaling,Images/bsd_134052_260x174.jpg,omp,12,20,3,l1-dcache-loads,26137687219,count
scaling,Images/bsd_134052_260x174.jpg,omp,12,20,3,l1-dcache-load-misses,3283317454,count
scaling,Images/bsd_134052_260x174.jpg,omp,12,20,3,cache-misses,40347675,count
scaling,Images/bsd_134052_260x174.jpg,omp,12,20,3,de_no_dispatch_per_slot.backend_stalls,515396203953,count
scaling,Images/bsd_134052_260x174.jpg,omp,24,20,1,cycles,181861618948,count
scaling,Images/bsd_134052_260x174.jpg,omp,24,20,1,instructions,297998955939,count
scaling,Images/bsd_134052_260x174.jpg,omp,24,20,1,l1-dcache-loads,26338908367,count
scaling,Images/bsd_134052_260x174.jpg,omp,24,20,1,l1-dcache-load-misses,3283496288,count
scaling,Images/bsd_134052_260x174.jpg,omp,24,20,1,cache-misses,29315772,count
scaling,Images/bsd_134052_260x174.jpg,omp,24,20,1,de_no_dispatch_per_slot.backend_stalls,764769121871,count
scaling,Images/bsd_134052_260x174.jpg,omp,24,20,2,cycles,178090010670,count
scaling,Images/bsd_134052_260x174.jpg,omp,24,20,2,instructions,297982431479,count
scaling,Images/bsd_134052_260x174.jpg,omp,24,20,2,l1-dcache-loads,26296011874,count
scaling,Images/bsd_134052_260x174.jpg,omp,24,20,2,l1-dcache-load-misses,3282049436,count
scaling,Images/bsd_134052_260x174.jpg,omp,24,20,2,cache-misses,30902790,count
scaling,Images/bsd_134052_260x174.jpg,omp,24,20,2,de_no_dispatch_per_slot.backend_stalls,749274885410,count
scaling,Images/bsd_134052_260x174.jpg,omp,24,20,3,cycles,182268663586,count
scaling,Images/bsd_134052_260x174.jpg,omp,24,20,3,instructions,298054966669,count
scaling,Images/bsd_134052_260x174.jpg,omp,24,20,3,l1-dcache-loads,26266624699,count
scaling,Images/bsd_134052_260x174.jpg,omp,24,20,3,l1-dcache-load-misses,3282790605,count
scaling,Images/bsd_134052_260x174.jpg,omp,24,20,3,cache-misses,30427689,count
scaling,Images/bsd_134052_260x174.jpg,omp,24,20,3,de_no_dispatch_per_slot.backend_stalls,766071443758,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,1,20,1,cycles,80709962761,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,1,20,1,instructions,340051011696,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,1,20,1,l1-dcache-loads,199785146398,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,1,20,1,l1-dcache-load-misses,3299786525,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,1,20,1,cache-misses,42605669,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,1,20,1,de_no_dispatch_per_slot.backend_stalls,278726991168,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,1,20,2,cycles,80705403882,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,1,20,2,instructions,340081529160,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,1,20,2,l1-dcache-loads,199785676313,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,1,20,2,l1-dcache-load-misses,3473375117,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,1,20,2,cache-misses,29072099,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,1,20,2,de_no_dispatch_per_slot.backend_stalls,279111382050,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,1,20,3,cycles,80571882786,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,1,20,3,instructions,340039482269,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,1,20,3,l1-dcache-loads,199799830276,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,1,20,3,l1-dcache-load-misses,3300861550,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,1,20,3,cache-misses,27615443,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,1,20,3,de_no_dispatch_per_slot.backend_stalls,278243914401,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,2,20,1,cycles,80825539765,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,2,20,1,instructions,340087802200,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,2,20,1,l1-dcache-loads,199786611912,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,2,20,1,l1-dcache-load-misses,3307749717,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,2,20,1,cache-misses,37198542,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,2,20,1,de_no_dispatch_per_slot.backend_stalls,278920217549,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,2,20,2,cycles,80956531480,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,2,20,2,instructions,340057111475,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,2,20,2,l1-dcache-loads,199774170151,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,2,20,2,l1-dcache-load-misses,3303066673,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,2,20,2,cache-misses,47170276,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,2,20,2,de_no_dispatch_per_slot.backend_stalls,279607876066,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,2,20,3,cycles,80993243417,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,2,20,3,instructions,340057279516,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,2,20,3,l1-dcache-loads,199799827472,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,2,20,3,l1-dcache-load-misses,3306820709,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,2,20,3,cache-misses,45679181,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,2,20,3,de_no_dispatch_per_slot.backend_stalls,280454596273,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,4,20,1,cycles,81016059998,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,4,20,1,instructions,340092928362,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,4,20,1,l1-dcache-loads,199608628543,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,4,20,1,l1-dcache-load-misses,3304089039,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,4,20,1,cache-misses,7581386,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,4,20,1,de_no_dispatch_per_slot.backend_stalls,279712549184,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,4,20,2,cycles,81026903356,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,4,20,2,instructions,340123879946,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,4,20,2,l1-dcache-loads,199798779856,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,4,20,2,l1-dcache-load-misses,3319550185,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,4,20,2,cache-misses,5107789,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,4,20,2,de_no_dispatch_per_slot.backend_stalls,279575084082,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,4,20,3,cycles,81309072821,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,4,20,3,instructions,340185096371,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,4,20,3,l1-dcache-loads,199811738155,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,4,20,3,l1-dcache-load-misses,3304875656,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,4,20,3,cache-misses,31638088,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,4,20,3,de_no_dispatch_per_slot.backend_stalls,277899740664,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,8,20,1,cycles,82287874508,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,8,20,1,instructions,340149936760,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,8,20,1,l1-dcache-loads,199909517475,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,8,20,1,l1-dcache-load-misses,3316482036,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,8,20,1,cache-misses,54286728,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,8,20,1,de_no_dispatch_per_slot.backend_stalls,280492788675,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,8,20,2,cycles,81755599322,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,8,20,2,instructions,340016977340,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,8,20,2,l1-dcache-loads,199806433241,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,8,20,2,l1-dcache-load-misses,3315550083,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,8,20,2,cache-misses,41609454,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,8,20,2,de_no_dispatch_per_slot.backend_stalls,280791233128,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,8,20,3,cycles,82273013806,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,8,20,3,instructions,340186838292,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,8,20,3,l1-dcache-loads,199782984069,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,8,20,3,l1-dcache-load-misses,3311849792,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,8,20,3,cache-misses,48915769,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,8,20,3,de_no_dispatch_per_slot.backend_stalls,280787351951,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,12,20,1,cycles,83479412476,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,12,20,1,instructions,340047947960,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,12,20,1,l1-dcache-loads,199783165762,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,12,20,1,l1-dcache-load-misses,3313076060,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,12,20,1,cache-misses,40836623,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,12,20,1,de_no_dispatch_per_slot.backend_stalls,282600120028,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,12,20,2,cycles,83608177133,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,12,20,2,instructions,340309736021,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,12,20,2,l1-dcache-loads,199927151798,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,12,20,2,l1-dcache-load-misses,3309857004,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,12,20,2,cache-misses,45737867,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,12,20,2,de_no_dispatch_per_slot.backend_stalls,282789673376,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,12,20,3,cycles,88450708965,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,12,20,3,instructions,340035282707,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,12,20,3,l1-dcache-loads,199582945304,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,12,20,3,l1-dcache-load-misses,4264726045,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,12,20,3,cache-misses,38432057,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,12,20,3,de_no_dispatch_per_slot.backend_stalls,288196128346,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,24,20,1,cycles,155262888545,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,24,20,1,instructions,340276152911,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,24,20,1,l1-dcache-loads,198146850823,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,24,20,1,l1-dcache-load-misses,3626508940,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,24,20,1,cache-misses,33701060,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,24,20,1,de_no_dispatch_per_slot.backend_stalls,323935803884,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,24,20,2,cycles,153936818262,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,24,20,2,instructions,340527191281,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,24,20,2,l1-dcache-loads,198332376963,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,24,20,2,l1-dcache-load-misses,3614832484,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,24,20,2,cache-misses,43034504,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,24,20,2,de_no_dispatch_per_slot.backend_stalls,323877945712,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,24,20,3,cycles,153153836527,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,24,20,3,instructions,340446627072,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,24,20,3,l1-dcache-loads,198255471032,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,24,20,3,l1-dcache-load-misses,3615811902,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,24,20,3,cache-misses,39009672,count
scaling,Images/bsd_134052_260x174.jpg,omp_soa,24,20,3,de_no_dispatch_per_slot.backend_stalls,324720917657,count
